,pos_amount_max_1mb,pos_amount_max_2mb,pos_amount_max_3mb,pos_amount_min_1mb,pos_amount_min_2mb,pos_amount_min_3mb,pos_amount_avg_1mb,pos_amount_avg_2mb,pos_amount_avg_3mb,pos_count_1mb,pos_count_2mb,pos_count_3mb,neg_amount_avg_1mb,neg_amount_avg_2mb,neg_amount_avg_3mb,neg_amount_max_1mb,neg_amount_max_2mb,neg_amount_max_3mb,neg_amount_min_1mb,neg_amount_min_2mb,neg_amount_min_3mb,neg_count_1mb,neg_count_2mb,neg_count_3mb,balance_avg_1mb,balance_avg_2mb,balance_avg_3mb,balance_min_1mb,balance_min_2mb,balance_min_3mb,balance_max_1mb,balance_max_2mb,balance_max_3mb,age,gender,A4,A5,A6,A7,A11,A13,A14,A16,has_card,permonth,amount,ndisp,class
3030,15901.0,15901.0,23852.0,141.5,119.6,131.3,6347.5,7306.866666666666,10027.766666666666,3.0,3.0,3.0,-3655.4,-3680.4,-5803.599999999999,-14.6,-14.6,-14.6,-7303.0,-7303.0,-9600.0,4.0,4.0,6.0,34405.04516129032,29224.79032258063,32071.426666666688,24760.5,20461.6,21747.8,40661.5,36362.6,46451.8,32.49041095890411,0,88768,10,18,5,8867,1.21,130,3620,0,2650.0,127200.0,1,0
3051,13669.0,13669.0,13669.0,165.2,155.7,142.8,6917.1,6912.35,6905.9,2.0,2.0,2.0,-3381.15,-2481.15,-2806.15,-14.6,-14.6,-14.6,-6600.0,-5710.0,-5710.0,4.0,4.0,4.0,39492.486666666664,36547.47096774194,34074.592857142874,30240.6,26340.5,23753.3,43909.6,38809.5,37422.3,49.06301369863014,1,159617,29,19,8,9198,4.28,131,6132,0,1800.0,43200.0,1,0
3075,18981.0,18981.0,18981.0,210.5,142.0,108.7,9595.75,9561.5,9544.85,2.0,2.0,2.0,-4132.5,-2743.3333333333335,-3966.0,-30.0,-30.0,-30.0,-11600.0,-5800.0,-11268.0,4.0,3.0,3.0,50450.216666666645,43884.8612903226,35466.023333333316,38961.7,30398.8,30107.1,57942.7,49349.8,42158.1,19.03287671232877,0,159617,29,19,8,9198,4.28,131,6132,0,2948.0,106128.0,1,0
3077,15171.0,10114.0,10114.0,78.6,81.3,88.0,7624.8,3598.433333333333,5101.0,2.0,3.0,2.0,-2929.433333333333,-3152.2000000000003,-3614.15,-14.6,-14.6,-14.6,-6742.0,-6742.0,-6742.0,6.0,3.0,4.0,18580.658064516127,18722.386666666673,20959.087096774198,8465.3,11446.7,13001.3,23636.3,21560.7,23115.3,29.85753424657534,0,159617,29,19,8,9198,4.28,131,6132,0,2605.0,31260.0,2,0
3079,22044.0,22044.0,22044.0,338.6,341.9,358.3,11191.3,11192.95,11201.15,2.0,2.0,2.0,-3524.2285714285713,-4883.7,-3521.2,-14.6,-14.6,-14.6,-20700.0,-17900.0,-19900.0,7.0,8.0,8.0,85679.7433333333,81613.74193548392,82080.47333333334,85192.0,66461.1,69828.5,89321.4,88062.1,91429.5,59.221917808219175,0,159617,29,19,8,9198,4.28,131,6132,0,403.0,24180.0,1,0
3093,15400.0,10267.0,10267.0,65.4,45.3,60.4,7732.7,5156.15,5163.7,2.0,2.0,2.0,-4219.533333333334,-3619.5333333333333,-4219.533333333334,-14.6,-14.6,-14.6,-6844.0,-6844.0,-6844.0,3.0,3.0,3.0,15503.143333333339,10680.509677419355,14274.080000000007,2811.2,3357.5,5688.7,18211.2,13624.5,15955.7,27.55068493150685,0,114006,71,26,6,9065,5.39,123,4166,0,4521.0,271260.0,1,0
3104,29561.0,29561.0,29561.0,139.3,123.9,168.9,14850.15,14842.45,14864.95,2.0,2.0,2.0,-4310.142857142857,-4217.0,-4000.75,-30.0,-30.0,-30.0,-15868.0,-18767.0,-12703.0,7.0,10.0,8.0,33060.31612903226,30416.396666666653,40271.21290322579,20224.5,21009.6,33385.7,49785.5,50570.6,62946.7,20.145205479452056,0,114006,71,26,6,9065,5.39,123,4166,0,2856.0,68544.0,2,0
3106,40842.0,12639.0,31.1,107.0,12.3,31.1,20474.5,6325.65,31.1,2.0,2.0,1.0,-10238.199999999999,-14.6,-2557.3,-14.6,-14.6,-14.6,-25500.0,-14.6,-5100.0,3.0,1.0,2.0,25226.514285714286,5668.6935483870975,3786.02580645161,10251.5,2814.8,2798.4,51093.5,15453.8,7898.4,37.8,1,114006,71,26,6,9065,5.39,123,4166,0,5577.0,133848.0,1,0
3109,17378.0,4200.0,40552.0,134.9,162.0,183.6,6304.3,2181.0,20367.8,3.0,2.0,2.0,-1057.3,-3601.825,-7504.866666666666,-14.6,-14.6,-14.6,-2100.0,-7800.0,-20400.0,2.0,8.0,3.0,31465.42499999999,38095.89999999997,48039.609677419336,26808.1,28760.7,35154.3,45721.0,53375.3,75691.7,33.827397260273976,1,114006,71,26,6,9065,5.39,123,4166,0,2482.0,119136.0,1,0
3125,15272.0,15272.0,15272.0,139.4,128.5,109.5,7705.7,7700.25,5793.833333333333,2.0,2.0,3.0,-2835.65,-2307.1,-2110.65,-14.6,-14.6,-14.6,-5450.0,-5450.0,-5450.0,4.0,6.0,4.0,33535.98666666665,30859.41935483873,26336.150000000005,28538.8,26980.9,18041.9,42618.2,41060.3,33299.3,48.64657534246575,1,85852,41,23,4,8965,8.23,104,2822,0,1974.0,71064.0,1,0
3144,6712.0,6712.0,12000.0,175.6,167.8,164.0,4095.866666666667,4093.2666666666664,6292.0,3.0,3.0,3.0,-2952.15,-3196.2000000000003,-3429.5333333333333,-14.6,-14.6,-14.6,-6600.0,-5100.0,-5800.0,4.0,3.0,3.0,42038.166666666664,39656.09677419356,39062.56785714287,31657.0,30465.8,26978.3,43769.0,42731.0,45690.3,43.945205479452056,1,85852,41,23,4,8965,8.23,104,2822,0,5454.0,130896.0,2,0
3149,43694.0,13538.0,18103.0,319.2,128.9,129.3,19189.600000000002,9934.225,10916.1,7.0,4.0,3.0,-15602.933333333334,-4579.4,-5743.5199999999995,-14.6,-14.6,-14.6,-31500.0,-9503.0,-12800.0,6.0,4.0,5.0,77876.22903225805,30785.622580645177,33503.70999999998,34698.7,18864.4,22536.7,119613.7,58601.3,51239.7,40.534246575342465,0,85852,41,23,4,8965,8.23,104,2822,0,1969.0,23628.0,1,0
3154,48828.0,146.3,38316.0,249.9,100.0,195.6,23749.3,123.15,19255.8,3.0,2.0,2.0,-12276.666666666666,-3305.0,-5876.666666666667,-30.0,-30.0,-30.0,-29500.0,-5400.0,-13200.0,3.0,6.0,3.0,61634.72142857144,34980.13870967742,45406.70967741935,27944.3,27728.0,22246.4,98942.3,47528.0,60562.4,27.45205479452055,1,85852,41,23,4,8965,8.23,104,2822,0,5900.0,212400.0,1,0
3155,20107.5,13405.0,13405.0,199.4,183.9,174.6,10153.45,6794.45,6789.8,2.0,2.0,2.0,-2797.5142857142855,-2013.7666666666667,-1847.1000000000001,-14.6,-14.6,-14.6,-12800.0,-7800.0,-6300.0,7.0,6.0,6.0,48093.11000000002,44261.31612903226,42107.23333333333,40907.8,38586.5,36904.5,60200.3,51991.5,49494.5,18.704109589041096,1,85852,41,23,4,8965,8.23,104,2822,0,1081.0,64860.0,1,0
3156,178.2,36483.0,48172.0,178.2,249.2,217.8,178.2,18366.1,24165.266666666666,1.0,2.0,3.0,-6073.92,-12345.4,-12593.866666666667,-14.6,-14.6,-14.6,-13167.0,-33600.0,-24600.0,5.0,4.0,3.0,41886.25333333336,69503.50967741938,47897.80666666667,28605.8,55843.3,23729.1,58960.8,92326.3,71901.1,28.56986301369863,1,85852,41,23,4,8965,8.23,104,2822,0,2688.0,96768.0,2,0
3158,8834.0,13251.0,8834.0,68.5,108.1,101.4,4567.5,6679.55,4467.7,3.0,2.0,2.0,-2031.7599999999998,-1652.2,-1202.5142857142857,-14.6,-14.6,-14.6,-9600.0,-5600.0,-2300.0,10.0,8.0,7.0,15543.164516129025,26051.490322580634,24334.783333333326,8184.6,17143.1,17725.2,20018.6,30394.1,26559.2,46.78082191780822,0,85852,41,23,4,8965,8.23,104,2822,0,434.0,20832.0,1,0
3159,34881.0,34881.0,34881.0,209.3,183.7,140.8,17545.15,17532.35,17510.9,2.0,2.0,2.0,-30400.0,-28400.0,-23200.0,-30400.0,-28400.0,-23200.0,-30400.0,-28400.0,-23200.0,1.0,1.0,1.0,66107.31935483868,60465.91999999997,50689.60322580643,48902.3,42237.7,30415.9,83783.4,77118.7,65296.9,32.56712328767123,1,85852,41,23,4,8965,8.23,104,2822,0,4893.0,176148.0,1,0
3160,14311.0,21466.0,14311.0,195.7,198.4,176.8,7253.35,10832.2,7243.9,2.0,2.0,2.0,-1853.5090909090907,-2055.514285714286,-2631.4333333333334,-14.6,-14.6,-14.6,-4122.0,-4200.0,-6100.0,11.0,7.0,6.0,46831.45483870968,48015.580645161266,42236.03666666667,42091.0,36815.2,34816.1,56402.0,58281.2,49127.1,30.693150684931506,0,85852,41,23,4,8965,8.23,104,2822,0,1846.0,44304.0,1,0
3169,5692.0,5692.0,5692.0,98.0,101.3,100.5,2895.0,2431.1,2896.25,2.0,3.0,2.0,-1368.1000000000001,-1229.72,-1721.72,-14.6,-14.6,-14.6,-2153.0,-2153.0,-3600.0,6.0,5.0,5.0,23476.087096774198,24287.889999999992,24131.43870967741,18672.3,19687.6,19743.7,25466.3,25466.3,27137.7,24.947945205479453,0,119895,17,4,3,10446,9.4,90,4743,0,1522.0,73056.0,2,0
3186,25359.0,25359.0,38038.0,173.3,180.2,176.0,12766.15,12769.6,19107.0,2.0,2.0,2.0,-8538.199999999999,-8938.199999999999,-9971.533333333333,-14.6,-14.6,-14.6,-21000.0,-23100.0,-25900.0,3.0,3.0,3.0,43487.958064516126,45915.193548387084,46235.51000000001,41501.0,41576.4,34732.7,67101.0,68376.4,72756.1,47.28767123287671,1,119895,17,4,3,10446,9.4,90,4743,0,4226.0,253560.0,1,0
3198,22799.0,22799.0,34198.0,117.9,102.9,194.3,11458.45,7867.3,17196.15,2.0,3.0,2.0,-5578.719999999999,-6557.433333333333,-12005.533333333333,-14.6,-14.6,-14.6,-10279.0,-21751.0,-19600.0,5.0,6.0,3.0,25745.400000000012,21898.93870967741,51142.97419354836,14892.9,8884.6,40734.9,37691.9,40929.2,76736.9,38.58082191780822,1,119895,17,4,3,10446,9.4,90,4743,0,3800.0,91200.0,2,0
3214,23945.0,23945.0,23945.0,127.9,165.6,216.6,12036.45,12055.3,12080.8,2.0,2.0,2.0,-4844.266666666666,-5863.657142857142,-5973.12,-14.6,-14.6,-14.6,-10500.0,-14100.0,-16400.0,6.0,7.0,5.0,30448.30967741937,39482.16666666669,57015.88064516127,17915.3,28715.3,40554.2,41860.3,58795.3,64499.2,51.81095890410959,1,128118,9,16,6,9317,7.07,97,6872,0,3991.0,239460.0,1,0
3231,9254.0,9254.0,13881.0,100.9,105.8,115.8,5951.633333333334,4679.9,5132.266666666666,3.0,2.0,3.0,-2061.2000000000003,-1935.3,-2188.7200000000003,-14.6,-14.6,-14.6,-4714.0,-4714.0,-4714.0,3.0,12.0,5.0,24239.446428571442,25330.467741935474,27739.093548387096,11341.9,18319.7,15992.5,29196.8,31389.3,31389.3,29.813698630136987,1,128118,9,16,6,9317,7.07,97,6872,0,1285.0,15420.0,1,0
3242,20238.0,9100.0,44519.0,82.3,73.8,253.5,7040.099999999999,4586.9,22772.625,3.0,2.0,4.0,-2904.371428571428,-4474.5142857142855,-12053.825,-14.6,-14.6,-14.6,-5791.0,-12091.0,-43500.0,7.0,7.0,8.0,19345.351612903225,16942.13870967742,59882.82666666664,15892.3,7691.0,38759.2,27639.3,38998.0,104777.2,44.16986301369863,0,128118,9,16,6,9317,7.07,97,6872,0,5011.0,300660.0,1,0
3243,39887.0,125.0,9090.0,205.5,125.0,189.9,20352.375,125.0,4639.95,4.0,1.0,2.0,-4985.599999999999,-3435.942857142857,-2843.32,-14.6,-14.6,-14.6,-18697.0,-9600.0,-8100.0,6.0,7.0,5.0,49738.43870967742,30041.819999999985,45098.93225806454,25358.5,25650.1,40421.8,95762.5,49701.7,54638.4,56.175342465753424,1,128118,9,16,6,9317,7.07,97,6872,0,3532.0,42384.0,1,0
3244,1800.0,108.3,18776.0,70.9,108.3,67.1,648.0,108.3,6303.399999999999,3.0,2.0,3.0,-2757.0,-2492.75,-2590.3333333333335,-30.0,-30.0,-30.0,-4541.0,-4541.0,-4541.0,3.0,4.0,3.0,21784.670967741942,27175.566666666677,19545.329032258065,19089.8,18272.2,18205.2,27360.8,33685.3,25976.2,37.38356164383562,0,128118,9,16,6,9317,7.07,97,6872,0,3883.0,186384.0,1,0
3278,12970.0,12970.0,12970.0,134.6,130.6,104.0,6552.3,6550.3,6537.0,2.0,2.0,2.0,-13000.0,-11100.0,-2000.0,-13000.0,-11100.0,-2000.0,-13000.0,-11100.0,-2000.0,1.0,1.0,1.0,33212.16774193548,32253.35,26233.451612903227,32357.5,30387.0,19313.0,45357.5,43357.0,32283.0,39.37260273972603,0,118650,8,8,5,9832,4.48,114,5471,0,8260.0,198240.0,1,0
3279,33590.0,22393.0,22393.0,181.5,194.7,186.3,16885.75,11293.85,11289.65,2.0,2.0,2.0,-7662.92,-6404.866666666666,-5578.65,-14.6,-14.6,-14.6,-16300.0,-13300.0,-10300.0,5.0,3.0,4.0,46867.560000000005,46667.96774193546,44250.42333333331,35215.0,36551.9,33887.2,73515.0,58944.9,56280.2,25.145205479452056,1,95907,87,25,5,8388,2.94,87,1668,0,6908.0,331584.0,2,0
3301,7010.0,4673.0,4673.0,73.5,92.1,102.6,3594.5,2382.55,2387.8,3.0,2.0,2.0,-2217.4,-2457.4,-1382.4,-14.6,-14.6,-14.6,-4300.0,-4100.0,-3115.0,4.0,4.0,4.0,17499.783870967753,21251.45000000001,24391.48064516129,13342.4,19004.9,23001.0,20996.3,24719.9,27674.0,57.16712328767123,0,95907,87,25,5,8388,2.94,87,1668,0,3210.0,38520.0,1,0
3303,18190.0,18190.0,27285.0,185.7,206.2,170.1,9187.85,9198.1,13727.55,2.0,2.0,2.0,-3976.5199999999995,-9758.199999999999,-8850.0,-14.6,-14.6,-1800.0,-9768.0,-14700.0,-15900.0,5.0,3.0,2.0,43850.55357142859,58400.283870967716,60193.54516129035,29314.8,38891.2,40206.2,47504.8,68151.2,67491.1,33.4027397260274,1,95907,87,25,5,8388,2.94,87,1668,0,1944.0,23328.0,2,0
3315,160.8,39314.0,47025.0,160.8,303.0,216.9,160.8,19891.0,22787.63333333333,1.0,4.0,3.0,-8115.8,-16596.5,-10675.8,-100.0,-100.0,-100.0,-17800.0,-48500.0,-30900.0,5.0,6.0,5.0,35653.08387096778,75584.10000000002,51614.219354838686,23138.8,56032.8,36490.9,63617.8,95979.8,83632.8,50.512328767123286,0,95907,87,25,5,8388,2.94,87,1668,0,8125.0,390000.0,1,0
3318,27110.0,39770.0,44806.0,308.6,242.3,279.8,19823.9,15781.433333333334,22393.7,4.0,3.0,4.0,-19576.6,-10633.333333333334,-10630.375,-100.0,-100.0,-100.0,-56700.0,-29300.0,-42400.0,5.0,3.0,8.0,72002.51290322581,62305.47666666667,65405.354838709645,45973.3,46825.0,36493.2,97490.3,94169.3,76782.2,34.676712328767124,0,95907,87,25,5,8388,2.94,87,1668,0,4318.0,207264.0,2,0
3328,23282.0,15521.0,15521.0,139.5,127.8,126.3,11710.75,7824.4,7823.65,2.0,2.0,2.0,-2863.825,-2605.1,-2771.7666666666664,-14.6,-14.6,-14.6,-11500.0,-8200.0,-8800.0,8.0,6.0,6.0,33497.34838709679,30551.906666666655,30168.554838709686,19267.8,21449.6,20132.9,42549.8,36970.6,35653.9,25.33150684931507,1,95907,87,25,5,8388,2.94,87,1668,0,2059.0,98832.0,1,0
3329,9615.0,9615.0,14422.5,99.1,72.5,128.0,4504.7,5629.166666666667,7275.25,3.0,3.0,2.0,-707.3,-3266.0666666666666,-3594.9199999999996,-14.6,-14.6,-14.6,-1400.0,-13920.0,-9900.0,2.0,9.0,5.0,24082.464285714283,17482.167741935475,33061.28387096776,16113.2,5000.3,28506.9,29528.2,28620.3,45666.9,23.742465753424657,0,95907,87,25,5,8388,2.94,87,1668,0,1728.0,103680.0,1,1
3371,8459.0,1900.0,37346.0,54.8,69.7,180.1,5404.599999999999,984.85,18763.05,3.0,2.0,2.0,-2362.3,-4124.92,-14517.514285714287,-14.6,-14.6,-14.6,-4710.0,-6400.0,-51700.0,2.0,5.0,7.0,15428.748387096783,16740.983333333323,42132.84838709678,11459.2,12155.1,26199.6,19214.0,26379.7,76107.6,17.473972602739725,0,161854,73,21,6,9425,2.5,125,3891,0,5996.0,359760.0,1,0
3373,10714.0,7143.0,7143.0,127.6,145.4,124.1,5420.8,2562.7999999999997,3522.366666666667,2.0,3.0,3.0,-5446.099999999999,-975.32,-1119.15,-14.6,-14.6,-14.6,-20700.0,-3114.0,-3114.0,6.0,5.0,4.0,30640.906666666666,34910.84516129031,29751.096666666657,14433.6,29680.2,22889.7,43206.0,36823.2,33456.8,53.794520547945204,0,161854,73,21,6,9425,2.5,125,3891,0,680.0,32640.0,1,0
3376,22852.0,8400.0,45964.0,178.2,87.0,118.3,12071.8,4243.5,23041.15,4.0,2.0,2.0,-4438.433333333333,-2846.12,-4411.872727272727,-14.6,-14.6,-14.6,-12800.0,-6965.0,-16100.0,6.0,5.0,11.0,43575.770967741955,20004.29642857143,28769.12903225805,18035.3,17963.0,7805.2,61134.3,23779.0,53769.2,17.90684931506849,1,161854,73,21,6,9425,2.5,125,3891,0,3454.0,124344.0,1,0
3377,20975.0,20975.0,20975.0,134.4,190.2,187.0,10554.7,10582.6,10581.0,2.0,2.0,2.0,-3991.575,-3603.7666666666664,-3337.1,-14.6,-14.6,-14.6,-14100.0,-13400.0,-12200.0,8.0,6.0,6.0,32044.929032258067,45616.406666666655,45625.89032258065,24553.0,31853.4,34828.6,51361.0,52828.4,55789.0,22.90958904109589,0,161854,73,21,6,9425,2.5,125,3891,0,3496.0,41952.0,1,0
3378,37058.0,160.6,27989.0,137.0,65.4,237.5,14375.679999999998,113.0,13654.52,5.0,2.0,5.0,-7722.222222222223,-3980.0,-10525.0,-100.0,-100.0,-100.0,-13800.0,-10500.0,-25300.0,9.0,5.0,4.0,35854.3387096774,39594.551612903226,63851.653333333335,15276.1,29242.1,22869.5,70269.1,49042.1,90660.5,31.643835616438356,0,161854,73,21,6,9425,2.5,125,3891,0,2999.0,71976.0,1,1
3380,15200.0,23300.0,75.4,15.5,33.4,75.4,5077.666666666667,9291.7,75.4,3.0,4.0,2.0,-7534.533333333333,-2580.875,-4722.025000000001,-14.6,-4.4,-4.8,-14689.0,-10300.0,-19621.0,3.0,4.0,8.0,5530.9,17607.509677419355,19288.946666666667,4759.8,13505.5,379.0,19992.8,27367.8,37631.0,30.23013698630137,0,105606,77,26,7,8254,3.76,97,2325,0,7370.0,265320.0,1,1
3402,0.0,15.0,50.5,0.0,15.0,50.5,0.0,15.0,50.5,0.0,1.0,1.0,-14.6,-14.6,-4407.3,-14.6,-14.6,-14.6,-14.6,-14.6,-8800.0,1.0,1.0,2.0,3628.1290322580658,3628.1172413793115,7851.519354838703,3614.0,3628.1,3592.3,3628.6,3628.6,12392.3,15.594520547945205,1,105606,77,26,7,8254,3.76,97,2325,0,7719.0,277884.0,1,1
3416,38482.0,57723.0,38482.0,254.1,189.9,62.4,19368.05,28956.45,19272.2,2.0,2.0,2.0,-36700.0,-29900.0,-7500.0,-36700.0,-29900.0,-7500.0,-36700.0,-29900.0,-7500.0,1.0,1.0,1.0,71016.07741935487,62371.558064516095,27104.946666666667,60157.3,32144.4,1100.0,98639.3,89867.4,39582.0,48.487671232876714,0,105606,77,26,7,8254,3.76,97,2325,0,6414.0,153936.0,1,0
3418,44749.0,44749.0,44749.0,373.7,360.4,278.2,22561.35,22554.7,22513.6,2.0,2.0,2.0,-11871.533333333333,-9728.65,-5471.533333333333,-14.6,-14.6,-14.6,-31900.0,-24400.0,-12700.0,3.0,4.0,3.0,87657.66774193554,83239.76000000001,66285.99354838712,51088.6,56093.8,35481.3,96196.7,100842.8,80493.8,23.586301369863012,0,105606,77,26,7,8254,3.76,97,2325,0,3317.0,79608.0,1,0
3419,14936.0,14936.0,14936.0,92.4,80.5,77.0,7514.2,5472.166666666667,7104.333333333333,2.0,3.0,3.0,-2821.0,-3246.0,-4131.0,-30.0,-30.0,-30.0,-8754.0,-8754.0,-8754.0,4.0,4.0,7.0,23428.622580645173,20937.060714285726,18283.593548387107,19823.9,16391.4,10014.4,34729.9,31297.4,34068.4,31.2,0,105606,77,26,7,8254,3.76,97,2325,0,2489.0,149340.0,1,0
3422,38818.0,38818.0,38818.0,275.5,369.9,315.7,19546.75,19593.95,19566.85,2.0,2.0,2.0,-15969.6,-9443.333333333334,-6376.666666666667,-30.0,-30.0,-30.0,-30000.0,-23200.0,-14200.0,5.0,3.0,3.0,65227.31612903229,86491.72999999995,74875.91612903224,39743.3,54622.4,43618.7,88710.3,93440.4,82436.7,26.923287671232877,0,105606,77,26,7,8254,3.76,97,2325,0,6470.0,77640.0,1,0
3424,40935.0,47770.0,37924.0,309.5,361.9,314.2,28059.375,22870.966666666664,24513.31428571429,4.0,3.0,7.0,-23400.333333333332,-10500.4,-16385.4,-30.0,-30.0,-30.0,-53600.0,-33500.0,-56700.0,6.0,5.0,10.0,74194.54666666669,86087.37419354843,98885.59999999996,49714.6,52068.6,38301.4,120707.6,99838.6,122960.4,39.8986301369863,1,105606,77,26,7,8254,3.76,97,2325,0,5242.0,314520.0,1,0
3430,20403.0,20403.0,20403.0,126.0,121.0,156.3,10264.5,10262.0,10279.65,2.0,2.0,2.0,-4583.266666666666,-4261.266666666666,-4921.433333333333,-14.6,-14.6,-14.6,-14100.0,-10168.0,-7800.0,6.0,6.0,6.0,31626.280000000013,26766.364516129044,36635.68999999997,18862.3,17219.9,30846.2,46347.3,37622.9,56560.2,51.652054794520545,0,77917,85,19,6,8390,2.89,132,2122,0,3400.0,204000.0,1,0
3431,11592.0,11592.0,11592.0,82.3,72.8,81.0,5837.15,5832.4,4024.3333333333335,2.0,2.0,3.0,-1775.8,-1782.65,-1888.2363636363634,-14.6,-14.6,-14.6,-4351.0,-4351.0,-4351.0,7.0,4.0,11.0,19686.248387096774,17292.36428571428,19758.28709677419,15463.3,12229.1,13692.7,27055.3,23821.1,29071.3,18.482191780821918,0,77917,85,19,6,8390,2.89,132,2122,0,1416.0,50976.0,1,0
3468,36637.5,24425.0,24425.0,273.0,229.7,228.2,18455.25,12327.35,12326.6,2.0,2.0,2.0,-3797.933333333333,-4241.266666666666,-4693.5199999999995,-14.6,-14.6,-14.6,-11400.0,-12000.0,-13200.0,6.0,6.0,5.0,64680.274193548415,54020.83333333336,53996.14838709678,36997.6,38390.6,36005.0,73635.1,59935.6,60430.0,34.61643835616438,0,77917,85,19,6,8390,2.89,132,2122,0,1566.0,93960.0,1,0
3469,18461.0,18461.0,18461.0,154.8,161.4,156.6,9307.9,9311.2,9308.8,2.0,2.0,2.0,-3672.12,-5565.15,-3440.15,-14.6,-14.6,-14.6,-9846.0,-9846.0,-9846.0,5.0,4.0,4.0,36404.367741935464,39005.026666666665,36804.9806451613,24476.2,28114.4,23257.4,42937.2,46575.4,41718.4,34.79178082191781,1,77917,85,19,6,8390,2.89,132,2122,0,3077.0,184620.0,1,0
3470,19065.0,12710.0,12710.0,105.6,89.3,80.4,6436.799999999999,4307.433333333333,4297.933333333333,3.0,3.0,3.0,-14800.0,-10200.0,-2400.0,-14800.0,-10200.0,-2400.0,-14800.0,-10200.0,-2400.0,1.0,1.0,1.0,34435.39333333335,30492.303225806438,25723.623333333333,30525.4,27803.2,17309.5,49590.4,40513.2,30019.5,57.19178082191781,0,77917,85,19,6,8390,2.89,132,2122,0,2118.0,127080.0,1,0
3493,10105.0,35707.0,31467.0,127.5,303.4,242.0,5116.25,18005.2,17199.2,2.0,2.0,5.0,-4896.2,-8559.433333333332,-20695.9,-14.6,-14.6,-14.6,-15900.0,-37100.0,-54300.0,8.0,6.0,4.0,30344.73,72766.58064516127,62255.38000000003,23795.0,56061.2,43412.8,56350.0,106447.2,89045.8,24.986301369863014,0,112709,48,20,7,8369,2.31,117,2618,0,4610.0,165960.0,1,0
3522,29445.0,29445.0,29445.0,263.7,191.8,88.3,14854.35,14818.4,9977.766666666666,2.0,2.0,3.0,-15100.0,-6400.0,0.0,-15100.0,-6400.0,0.0,-15100.0,-6400.0,0.0,1.0,1.0,0.0,61897.63870967744,45431.19333333335,27394.92916666667,38070.1,23533.3,400.0,67778.8,53170.1,29933.3,37.88493150684931,1,112709,48,20,7,8369,2.31,117,2618,0,4572.0,219456.0,2,0
3524,18567.0,18567.0,18567.0,62.5,116.6,81.8,6244.3,6267.966666666666,6248.900000000001,3.0,3.0,3.0,-6026.15,-4204.866666666667,-3655.9199999999996,-14.6,-14.6,-14.6,-15490.0,-9500.0,-5503.0,4.0,3.0,5.0,27173.50967741937,29216.463333333333,23868.48064516129,21415.8,17649.5,20297.1,45505.8,36216.5,38849.5,35.915068493150685,1,112709,48,20,7,8369,2.31,117,2618,0,3094.0,185640.0,1,0
3525,8700.0,5593.0,9200.0,121.8,134.6,118.2,4804.933333333333,2863.8,5202.8,3.0,2.0,4.0,-3210.65,-3800.65,-3547.5333333333333,-14.6,-14.6,-14.6,-6700.0,-7500.0,-6900.0,4.0,4.0,3.0,30473.612903225807,28443.314285714285,29082.64838709679,25255.1,25120.5,26846.9,35805.5,29080.5,33746.9,56.31232876712329,1,112709,48,20,7,8369,2.31,117,2618,0,7066.0,339168.0,1,0
3529,27893.0,248.9,47415.0,190.4,248.9,316.1,9427.800000000001,248.9,24410.025,3.0,1.0,4.0,-2079.8,-4916.5,-6548.25,-30.0,-30.0,-30.0,-6700.0,-17700.0,-19587.0,5.0,6.0,8.0,45341.38333333335,60576.59032258061,78613.10333333335,40907.3,50857.4,35072.3,68960.8,85526.4,104827.3,23.046575342465754,1,162580,83,26,5,9538,1.81,111,5410,0,6150.0,369000.0,1,0
3548,23726.0,23726.0,23726.0,145.5,138.6,144.4,8023.833333333333,11932.3,11935.2,3.0,2.0,2.0,-5802.65,-5631.9,-5625.5199999999995,-14.6,-14.6,-14.6,-12113.0,-12113.0,-12113.0,4.0,4.0,5.0,33400.359999999986,31780.929032258064,34558.06774193547,19013.6,17676.5,17033.7,42739.6,41402.5,40759.7,58.43287671232877,0,162580,83,26,5,9538,1.81,111,5410,0,3954.0,189792.0,1,0
3569,13600.0,7191.0,10786.0,106.1,102.6,144.0,6965.7,4564.533333333334,5843.333333333333,3.0,3.0,3.0,-3569.5333333333333,-2848.8599999999997,-3697.72,-14.6,-14.6,-14.6,-5900.0,-8160.0,-5600.0,3.0,10.0,5.0,25374.78965517241,23309.703225806446,34434.05806451611,12344.2,17050.2,25057.7,33135.2,31947.8,42443.7,31.887671232876713,0,162580,83,26,5,9538,1.81,111,5410,0,5925.0,213300.0,1,0
3570,30067.0,30067.0,45100.0,126.0,91.9,113.3,15096.5,11519.633333333333,22606.65,2.0,3.0,2.0,-7596.4,-6568.533333333333,-11393.72,-14.6,-14.6,-14.6,-23671.0,-14591.0,-26400.0,4.0,3.0,5.0,30274.885714285727,20936.106451612897,31985.067741935505,18527.3,5274.1,10275.3,48594.3,39741.1,63329.3,41.78082191780822,0,162580,83,26,5,9538,1.81,111,5410,0,5011.0,240528.0,1,0
